"sku","category","total_quantity_sold","days_since_last_sale","inventory_action"
"J0038-DR-XXXL","Ethnic Dress","2","1246","SLOW - Clearance Sale"
"J0072-KR-XXL","kurta","1","1246","SLOW - Clearance Sale"
"SAR096","Saree","1","1246","SLOW - Clearance Sale"
"J0085-TP-XXXL","Top","2","1246","SLOW - Clearance Sale"
"J0090-TP-S","Top","2","1246","SLOW - Clearance Sale"
"SET281-KR-PP-XL","Set","3","1246","SLOW - Clearance Sale"
"SET254-KR-NP-XL","Set","1","1246","SLOW - Clearance Sale"
"J0090-TP-M","Top","1","1246","SLOW - Clearance Sale"
"J0077-SKD-XXXL","Set","2","1246","SLOW - Clearance Sale"
"AN208-MUSTARD-M","Bottom","1","1246","SLOW - Clearance Sale"
"J0242-SKD-S","Set","1","1246","SLOW - Clearance Sale"
"JNE09209-MULTI-SR-JP8101RMV","Saree","1","1246","SLOW - Clearance Sale"
"JNE3670-TU-XXXL","Top","1","1246","SLOW - Clearance Sale"
"SET358-KR-NP-M","Set","6","1246","SLOW - Clearance Sale"
"SET326-KR-PP-XS","Set","2","1246","SLOW - Clearance Sale"
"BTM041-PP-XXL","Bottom","2","1246","SLOW - Clearance Sale"
"JNE3728-KR-XL","kurta","2","1246","SLOW - Clearance Sale"
"J0129-SET-S","Set","4","1246","SLOW - Clearance Sale"
"J0138-KR-XS","kurta","1","1246","SLOW - Clearance Sale"
"JNE3503-KR-XXL","kurta","2","1246","SLOW - Clearance Sale"
"JNE3856-KR-S","kurta","1","1246","SLOW - Clearance Sale"
"J0351-SET-XS","Set","3","1246","SLOW - Clearance Sale"
"JNE3628-KR-XL","kurta","2","1245","SLOW - Clearance Sale"
"J0295-DR-XXL","Western Dress","4","1245","SLOW - Clearance Sale"
"BTM045-PP-XL","Bottom","2","1245","SLOW - Clearance Sale"
"J0001-DR-M","Ethnic Dress","1","1245","SLOW - Clearance Sale"
"J0171-DR-L","Western Dress","2","1245","SLOW - Clearance Sale"
"J0371-SKD-S","Set","2","1245","SLOW - Clearance Sale"
"J0297-TP-XXXL","Top","5","1245","SLOW - Clearance Sale"
"J0153-DR-XXXL","Western Dress","4","1245","SLOW - Clearance Sale"
"J0373-KR-L","kurta","2","1245","SLOW - Clearance Sale"
"SET257-KR-PP-M","Set","5","1245","SLOW - Clearance Sale"
"BL096-S","Blouse","1","1245","SLOW - Clearance Sale"
"JNE3667-TP-L","Top","2","1245","SLOW - Clearance Sale"
"BTM039-PP-XXL","Bottom","2","1245","SLOW - Clearance Sale"
"J0211-DR-XS","Ethnic Dress","1","1245","SLOW - Clearance Sale"
"J0120-TP-S","Top","3","1245","SLOW - Clearance Sale"
"JNE3667-TP-XXL","Top","2","1245","SLOW - Clearance Sale"
"JNE3562-KR-L","kurta","2","1245","SLOW - Clearance Sale"
"J0139-KR-S","kurta","2","1245","SLOW - Clearance Sale"
"SET206-KR-PP-S","Set","2","1245","SLOW - Clearance Sale"
"JNE3774-KR-XL","kurta","1","1245","SLOW - Clearance Sale"
"BTM036-PP-S","Bottom","2","1245","SLOW - Clearance Sale"
"JNE3606-KR-XS","kurta","1","1245","SLOW - Clearance Sale"
"JNE3579-KR-L","kurta","1","1245","SLOW - Clearance Sale"
"JNE3684-TU-S","Top","2","1245","SLOW - Clearance Sale"
"JNE2251-KR-537-C-XXL","kurta","2","1245","SLOW - Clearance Sale"
"JNE3751-KR-XL","kurta","3","1245","SLOW - Clearance Sale"
"JNE3480-KR-XS","kurta","1","1245","SLOW - Clearance Sale"
"J0305-DR-XXL","Western Dress","3","1245","SLOW - Clearance Sale"
"BL110-XS","Blouse","1","1245","SLOW - Clearance Sale"
"JNE3821-KR-M","kurta","2","1245","SLOW - Clearance Sale"
"SET271-KR-NP-XXL","Set","5","1245","SLOW - Clearance Sale"
"J0195-TP-M","Top","1","1245","SLOW - Clearance Sale"
"J0150-KR-L","kurta","2","1245","SLOW - Clearance Sale"
"SET024-KR-SP-A-M","kurta","1","1245","SLOW - Clearance Sale"
"JNE3667-TP-XL","Top","2","1245","SLOW - Clearance Sale"
"JNE3389-KR-A-L","kurta","1","1245","SLOW - Clearance Sale"
"JNE3687-TU-XS","Top","2","1245","SLOW - Clearance Sale"
"JNE3425-KR-S","kurta","1","1245","SLOW - Clearance Sale"
"SAR024","Saree","2","1245","SLOW - Clearance Sale"
"SET085-KR-PT-S","Set","1","1245","SLOW - Clearance Sale"
"JNE3475-KR-K-XS","kurta","0","1245","SLOW - Clearance Sale"
"SET219-KR-PP-XXXL","Set","2","1245","SLOW - Clearance Sale"
"SET243-KR-PP-XXXL","Set","2","1245","SLOW - Clearance Sale"
"J0134-SET-L","Set","6","1244","SLOW - Clearance Sale"
"J0292-TP-S","Top","1","1244","SLOW - Clearance Sale"
"JNE3622-KR-M","kurta","2","1244","SLOW - Clearance Sale"
"JNE3438-KR-XL","kurta","1","1244","SLOW - Clearance Sale"
"JNE2009-KR-310-XXL","kurta","4","1244","SLOW - Clearance Sale"
"SET139-KR-PP-S","Set","2","1244","SLOW - Clearance Sale"
"SET121-KR-NP-XXXL","Set","2","1244","SLOW - Clearance Sale"
"J0149-KR-XS","kurta","2","1244","SLOW - Clearance Sale"
"SET004-KR-SP-XL","Set","2","1244","SLOW - Clearance Sale"
"JNE3821-KR-XL","kurta","2","1244","SLOW - Clearance Sale"
"NW030-TP-PJ-XXXL","Set","2","1244","SLOW - Clearance Sale"
"J0139-KR-M","kurta","1","1244","SLOW - Clearance Sale"
"JNE3752-KR-M","kurta","2","1244","SLOW - Clearance Sale"
"BL086-XXL","Blouse","2","1244","SLOW - Clearance Sale"
"J0380-SKD-XL","Set","2","1244","SLOW - Clearance Sale"
"JNE3543-KR-L","kurta","2","1244","SLOW - Clearance Sale"
"BL086-XL","Blouse","2","1244","SLOW - Clearance Sale"
"SET257-KR-PP-XXL","Set","1","1244","SLOW - Clearance Sale"
"JNE3528-KR-XL","kurta","3","1244","SLOW - Clearance Sale"
"J0100-DR-XXXL","Western Dress","1","1244","SLOW - Clearance Sale"
"BL107-S","Blouse","2","1244","SLOW - Clearance Sale"
"J0130-SET-XL","Set","1","1244","SLOW - Clearance Sale"
"J0251-SKD-L","Set","1","1244","SLOW - Clearance Sale"
"JNE3311-KR-XL","kurta","1","1244","SLOW - Clearance Sale"
"BTM043-PP-S","Bottom","1","1244","SLOW - Clearance Sale"
"JNE3429-KR-L","kurta","2","1244","SLOW - Clearance Sale"
"JNE3225-KR-XXL","kurta","2","1244","SLOW - Clearance Sale"
"JNE3700-KR-XXL","kurta","2","1244","SLOW - Clearance Sale"
"J0121-TP-L","Top","2","1244","SLOW - Clearance Sale"
"SET260-KR-PP-S","Set","2","1244","SLOW - Clearance Sale"
"SET361-KR-NP-L","Set","1","1244","SLOW - Clearance Sale"
"J0130-SET-L","Set","1","1244","SLOW - Clearance Sale"
"J0025-DR-XL","Western Dress","4","1244","SLOW - Clearance Sale"
"JNE3616-KR-L","kurta","2","1244","SLOW - Clearance Sale"
"SET393-KR-NP-M","Set","4","1244","SLOW - Clearance Sale"
"JNE3559-KR-XS","kurta","1","1244","SLOW - Clearance Sale"
"J0140-SET-M","Set","2","1244","SLOW - Clearance Sale"
"J0093-DR-XXL","Ethnic Dress","2","1244","SLOW - Clearance Sale"
"SET340-KR-NP-XL","Set","5","1244","SLOW - Clearance Sale"
"J0333-DR-XXL","Western Dress","3","1244","SLOW - Clearance Sale"
"J0298-DR-S","Western Dress","2","1244","SLOW - Clearance Sale"
"J0090-TP-XXL","Top","2","1243","SLOW - Clearance Sale"
"J0186-SET-XL","Set","1","1243","SLOW - Clearance Sale"
"J0208-DR-M","Western Dress","2","1243","SLOW - Clearance Sale"
"J0020-SET-XXL","Set","2","1243","SLOW - Clearance Sale"
"JNE3279-KR-A-S","kurta","1","1243","SLOW - Clearance Sale"
"J0104-KR-S","kurta","4","1243","SLOW - Clearance Sale"
"J0076-SET-S","Set","1","1243","SLOW - Clearance Sale"
"MEN5016-KR-S","kurta","3","1243","SLOW - Clearance Sale"
"SET004-KR-SP-XXXL","Set","2","1243","SLOW - Clearance Sale"
"SET258-KR-PP-M","Set","6","1243","SLOW - Clearance Sale"
"SET165-KR-PP-L","Set","3","1243","SLOW - Clearance Sale"
"J0123-TP-XS","Top","2","1243","SLOW - Clearance Sale"
"SET358-KR-NP-XXXL","Set","6","1243","SLOW - Clearance Sale"
"JNE3823-KR-XXL","kurta","1","1243","SLOW - Clearance Sale"
"J0085-TP-M","Top","2","1243","SLOW - Clearance Sale"
"JNE3396-KR-M","kurta","7","1243","SLOW - Clearance Sale"
"JNE3708-TU-L","Top","3","1243","SLOW - Clearance Sale"
"SET048-KR-NP-XXL","Set","2","1243","SLOW - Clearance Sale"
"J0078-SET-M","Set","2","1243","SLOW - Clearance Sale"
"SET198-KR-NP-A-M","Set","2","1243","SLOW - Clearance Sale"
"J0159-DR-L","Western Dress","3","1243","SLOW - Clearance Sale"
"J0139-KR-L","kurta","3","1242","SLOW - Clearance Sale"
"BL020-71RED-B","Blouse","1","1242","SLOW - Clearance Sale"
"JNE3610-KR-XXL","kurta","1","1242","SLOW - Clearance Sale"
"SET210-KR-PP-XXXL","Set","4","1242","SLOW - Clearance Sale"
"BTM040-PP-XXL","Bottom","2","1242","SLOW - Clearance Sale"
"BL008-61RED-B","Blouse","2","1242","SLOW - Clearance Sale"
"SET383-KR-NP-XS","Set","3","1242","SLOW - Clearance Sale"
"JNE3817-KR-M","kurta","4","1242","SLOW - Clearance Sale"
"SET131-KR-NP-XS","Set","2","1242","SLOW - Clearance Sale"
"JNE3535-KR-L","kurta","1","1242","SLOW - Clearance Sale"
"JNE3658-TP-XS","Top","3","1242","SLOW - Clearance Sale"
"JNE3624-KR-L","kurta","2","1242","SLOW - Clearance Sale"
"JNE3743-TP-XXL","Top","2","1242","SLOW - Clearance Sale"
"J0211-DR-XXXL","Ethnic Dress","1","1242","SLOW - Clearance Sale"
"JNE3833-KR-L","kurta","3","1242","SLOW - Clearance Sale"
"J0133-KR-A-XL","kurta","2","1242","SLOW - Clearance Sale"
"JNE3311-KR-XXL","kurta","3","1242","SLOW - Clearance Sale"
"BTM036-PP-M","Bottom","1","1242","SLOW - Clearance Sale"
"JNE3762-KR-XXL","kurta","1","1242","SLOW - Clearance Sale"
"JNE3617-KR-L","kurta","2","1242","SLOW - Clearance Sale"
"J0211-DR-S","Ethnic Dress","2","1242","SLOW - Clearance Sale"
"J0166-DR-XL","Western Dress","2","1242","SLOW - Clearance Sale"
"JNE3610-KR-L","kurta","2","1242","SLOW - Clearance Sale"
"JNE3821-KR-S","kurta","4","1242","SLOW - Clearance Sale"
"J0237-SKD-M","Set","2","1242","SLOW - Clearance Sale"
"J0195-TP-L","Top","1","1242","SLOW - Clearance Sale"
"J0140-SET-XXL","Set","3","1242","SLOW - Clearance Sale"
"J0042-DR-L","Western Dress","2","1242","SLOW - Clearance Sale"
"SET219-KR-PP-XXL","Set","3","1242","SLOW - Clearance Sale"
"MEN5012-KR-M","kurta","4","1242","SLOW - Clearance Sale"
"J0352-KR-M","kurta","3","1242","SLOW - Clearance Sale"
"JNE3452-KR-M","kurta","2","1241","SLOW - Clearance Sale"
"JNE3270-KR-M","kurta","1","1241","SLOW - Clearance Sale"
"J0098-TP-XXL","Top","2","1241","SLOW - Clearance Sale"
"SET172-KR-PP-B-XS","Set","1","1241","SLOW - Clearance Sale"
"JNE3644-TP-N-XL","Top","3","1241","SLOW - Clearance Sale"
"JNE3435-KR-L","kurta","2","1241","SLOW - Clearance Sale"
"JNE2302-KR-595-G-M","kurta","1","1241","SLOW - Clearance Sale"
"SET198-KR-NP-A-XXL","Set","2","1241","SLOW - Clearance Sale"
"NW016-ST-SR-S","Set","3","1241","SLOW - Clearance Sale"
"JNE3563-KR-S","kurta","3","1241","SLOW - Clearance Sale"
"J0089-TP-S","Top","1","1241","SLOW - Clearance Sale"
"J0291-JS-XXXL","Set","1","1241","SLOW - Clearance Sale"
"JNE3436-KR-S","kurta","2","1241","SLOW - Clearance Sale"
"J0134-SET-M","Set","6","1241","SLOW - Clearance Sale"
"JNE2100-KR-144-XS","kurta","2","1241","SLOW - Clearance Sale"
"J0154-DR-XXXL","Western Dress","3","1241","SLOW - Clearance Sale"
"JNE3451-KR-S","kurta","1","1241","SLOW - Clearance Sale"
"SET248-KR-NP-XL","Set","3","1241","SLOW - Clearance Sale"
"BL100-M","Blouse","1","1241","SLOW - Clearance Sale"
"J0299-KR-XS","kurta","4","1241","SLOW - Clearance Sale"
"J0178-TP-XL","Top","2","1241","SLOW - Clearance Sale"
"JNE3401-KR-XL","kurta","4","1241","SLOW - Clearance Sale"
"JNE3607-KR-S","kurta","2","1241","SLOW - Clearance Sale"
"J0237-SKD-XXL","Set","2","1241","SLOW - Clearance Sale"
"JNE3676-TU-XXXL","Top","2","1241","SLOW - Clearance Sale"
"JNE2170-KR-436-XXL","kurta","2","1241","SLOW - Clearance Sale"
"J0134-SET-XL","Set","3","1241","SLOW - Clearance Sale"
"J0310-TP-S","Top","1","1241","SLOW - Clearance Sale"
"J0228-SKD-XS","Set","1","1241","SLOW - Clearance Sale"
"JNE3562-KR-M","kurta","3","1241","SLOW - Clearance Sale"
"SET195-KR-NP-A-XS","Set","1","1241","SLOW - Clearance Sale"
"J0176-TP-L","Top","2","1241","SLOW - Clearance Sale"
"J0310-TP-L","Top","2","1241","SLOW - Clearance Sale"
"JNE3694-KR-M","kurta","1","1241","SLOW - Clearance Sale"
"BTM048-PP-M","Bottom","1","1241","SLOW - Clearance Sale"
"JNE3253-KR-XL","kurta","1","1241","SLOW - Clearance Sale"
"JNE3365-KR-1052-M","kurta","3","1241","SLOW - Clearance Sale"
"BL025-74BLACK-B","Blouse","2","1241","SLOW - Clearance Sale"
"JNE3758-KR-XXXL","kurta","3","1241","SLOW - Clearance Sale"
"NW033-ST-CP-S","Set","2","1241","SLOW - Clearance Sale"
"SET252-KR-PP-XXL","Set","2","1241","SLOW - Clearance Sale"
"JNE3628-KR-L","kurta","3","1241","SLOW - Clearance Sale"
"J0098-TP-M","Top","1","1241","SLOW - Clearance Sale"
"J0135-SET-M","Set","6","1240","SLOW - Clearance Sale"
"JNE3819-KR-XXXL","kurta","4","1240","SLOW - Clearance Sale"
"SET205-KR-DPT-A-XXXL","Set","2","1240","SLOW - Clearance Sale"
"SET205-KR-DPT-A-M","Set","2","1240","SLOW - Clearance Sale"
"JNE3643-TP-N-XXL","Top","2","1240","SLOW - Clearance Sale"
"BL055-164GOLD-A","Blouse","1","1240","SLOW - Clearance Sale"
"SET303-KR-NP-S","Set","1","1240","SLOW - Clearance Sale"
"JNE3643-TP-N-L","Top","8","1240","SLOW - Clearance Sale"
"JNE3653-TP-N-XL","Top","5","1240","SLOW - Clearance Sale"
"J0329-KR-M","kurta","5","1240","SLOW - Clearance Sale"
"J0369-SKD-S","Set","1","1240","SLOW - Clearance Sale"
"JNE3621-KR-S","kurta","2","1240","SLOW - Clearance Sale"
"BL056-185GOLD","Blouse","1","1240","SLOW - Clearance Sale"
"JNE3364-KR-1051-A-S","kurta","5","1240","SLOW - Clearance Sale"
"JNE3637-KR-L","kurta","4","1240","SLOW - Clearance Sale"
"JNE2266-KR-490-A-L","kurta","2","1240","SLOW - Clearance Sale"
"JNE2101-KR-210-XL","kurta","3","1240","SLOW - Clearance Sale"
"BL017-63BLACK-B","Blouse","1","1240","SLOW - Clearance Sale"
"J0161-DR-XL","Western Dress","6","1240","SLOW - Clearance Sale"
"SET349-KR-NP-L","Set","17","1240","SLOW - Clearance Sale"
"J0154-DR-S","Western Dress","2","1240","SLOW - Clearance Sale"
"JNE3606-KR-XL","kurta","2","1240","SLOW - Clearance Sale"
"J0295-DR-XXXL","Western Dress","5","1240","SLOW - Clearance Sale"
"J0089-TP-XXXL","Top","2","1240","SLOW - Clearance Sale"
"JNE3787-KR-XL","kurta","2","1240","SLOW - Clearance Sale"
"SAR108","Saree","1","1240","SLOW - Clearance Sale"
"SET257-KR-PP-XXXL","Set","4","1240","SLOW - Clearance Sale"
"JNE3657-TP-XS","Top","2","1240","SLOW - Clearance Sale"
"JNE3817-KR-S","kurta","4","1240","SLOW - Clearance Sale"
"JNE3404-KR-XS","kurta","2","1240","SLOW - Clearance Sale"
"SET204-KR-DPT-XL","Set","2","1240","SLOW - Clearance Sale"
"J0171-DR-M","Western Dress","1","1240","SLOW - Clearance Sale"
"SET266-KR-NP-XXL","Set","1","1240","SLOW - Clearance Sale"
"J0292-TP-XL","Top","2","1240","SLOW - Clearance Sale"
"J0135-SET-L","Set","6","1240","SLOW - Clearance Sale"
"JNE2009-KR-310-XL","kurta","2","1240","SLOW - Clearance Sale"
"SET165-KR-PP-XXXL","Set","4","1240","SLOW - Clearance Sale"
"J0332-DR-M","Western Dress","8","1239","SLOW - Clearance Sale"
"J0070-KR-XS","kurta","1","1239","SLOW - Clearance Sale"
"AN208-MUSTARD-S","Bottom","1","1239","SLOW - Clearance Sale"
"NW022-TP-PJ-M","Set","4","1239","SLOW - Clearance Sale"
"SET131-KR-NP-A-XL","Set","3","1239","SLOW - Clearance Sale"
"J0049-TP-S","Top","1","1239","SLOW - Clearance Sale"
"SAR100","Saree","1","1239","SLOW - Clearance Sale"
"SET369-KR-NP-XXXL","Set","8","1239","SLOW - Clearance Sale"
"JNE3524-KR-S","kurta","1","1239","SLOW - Clearance Sale"
"JNE3491-KR-XXL","kurta","1","1239","SLOW - Clearance Sale"
"BTM005-L","Bottom","1","1239","SLOW - Clearance Sale"
"JNE3543-KR-XXL","kurta","7","1239","SLOW - Clearance Sale"
"SET135-KR-PP-XS","Set","1","1239","SLOW - Clearance Sale"
"MEN5016-KR-XXXL","kurta","7","1239","SLOW - Clearance Sale"
"JNE3489-KR-XL","kurta","1","1239","SLOW - Clearance Sale"
"J0027-SET-XXL","Set","1","1239","SLOW - Clearance Sale"
"SET270-KR-PP-XL","Set","4","1239","SLOW - Clearance Sale"
"BL007-61PINK-B","Blouse","2","1239","SLOW - Clearance Sale"
"BTM042-PP-XS","Bottom","2","1239","SLOW - Clearance Sale"
"NW002-TP-PJ-XS","Set","1","1239","SLOW - Clearance Sale"
"JNE3576-KR-M","kurta","2","1239","SLOW - Clearance Sale"
"J0185-DR-XXL","Ethnic Dress","4","1239","SLOW - Clearance Sale"
"JNE3524-KR-XXL","kurta","3","1239","SLOW - Clearance Sale"
"JNE3491-KR-M","kurta","1","1239","SLOW - Clearance Sale"
"JNE3534-KR-S","kurta","1","1239","SLOW - Clearance Sale"
"J0139-KR-XS","kurta","3","1239","SLOW - Clearance Sale"
"J0305-DR-M","Western Dress","1","1239","SLOW - Clearance Sale"
"SET038-KR-PP-XL","Set","2","1239","SLOW - Clearance Sale"
"SET225-KR-NP-XXXL","Set","1","1239","SLOW - Clearance Sale"
"BTM047-PP-XS","Bottom","1","1239","SLOW - Clearance Sale"
"J0132-KR-XL","kurta","7","1239","SLOW - Clearance Sale"
"JNE09186-BLUE-SR-JP7104RMV","Saree","1","1239","SLOW - Clearance Sale"
"SAR098","Saree","1","1239","SLOW - Clearance Sale"
"BL103-S","Blouse","1","1239","SLOW - Clearance Sale"
"JNE3451-KR-M","kurta","1","1239","SLOW - Clearance Sale"
"J0089-TP-XS","Top","1","1239","SLOW - Clearance Sale"
"J0159-DR-XXL","Western Dress","4","1239","SLOW - Clearance Sale"
"SET038-KR-PP-XXXL","Set","2","1239","SLOW - Clearance Sale"
"SET276-KR-PP-XL","Set","2","1238","SLOW - Clearance Sale"
"BTM039-PP-S","Bottom","2","1238","SLOW - Clearance Sale"
"JNE3489-KR-M","kurta","1","1238","SLOW - Clearance Sale"
"SET075-KR-DH-XXXL","Set","1","1238","SLOW - Clearance Sale"
"JNE3407-KR-XS","kurta","3","1238","SLOW - Clearance Sale"
"SET347-KR-NP-XXL","Set","4","1238","SLOW - Clearance Sale"
"SET220-KR-PP-XXXL","Set","2","1238","SLOW - Clearance Sale"
"BTM045-PP-XXXL","Bottom","1","1238","SLOW - Clearance Sale"
"JNE2251-KR-537-XL","kurta","2","1238","SLOW - Clearance Sale"
"J0307-TP-XL","Top","2","1238","SLOW - Clearance Sale"
"J0414-DR-XL","Western Dress","4","1238","SLOW - Clearance Sale"
"JNE3550-KR-S","kurta","1","1238","SLOW - Clearance Sale"
"SET274-KR-PP-M","Set","2","1238","SLOW - Clearance Sale"
"JNE3445-KR-S","kurta","2","1238","SLOW - Clearance Sale"
"MEN5028-KR-S","kurta","1","1238","SLOW - Clearance Sale"
"BL060-75RED","Blouse","1","1238","SLOW - Clearance Sale"
"J0077-SKD-XXL","Set","2","1238","SLOW - Clearance Sale"
"SET034-KR-NP-XL","Set","1","1238","SLOW - Clearance Sale"
"JNE1998-KR-311-XS","kurta","1","1238","SLOW - Clearance Sale"
"SET100-KR-PP-XL","Set","1","1238","SLOW - Clearance Sale"
"SET393-KR-NP-XL","Set","10","1238","SLOW - Clearance Sale"
"J0034-SET-XXXL","Set","2","1238","SLOW - Clearance Sale"
"SET073-KR-SHA-XS","Set","11","1238","SLOW - Clearance Sale"
"JNE3535-KR-XXXL","kurta","1","1238","SLOW - Clearance Sale"
"CH209-BIEGE-XL","Bottom","1","1238","SLOW - Clearance Sale"
"BTM002-L","Bottom","1","1238","SLOW - Clearance Sale"
"J0172-TP-M","Top","1","1238","SLOW - Clearance Sale"
"J0120-TP-XXXL","Top","3","1238","SLOW - Clearance Sale"
"BTM036-PP-XXXL","Bottom","2","1238","SLOW - Clearance Sale"
"JNE3398-KR-S","kurta","3","1238","SLOW - Clearance Sale"
"BL074-85RED","Blouse","1","1237","SLOW - Clearance Sale"
"BTM044-PP-M","Bottom","2","1237","SLOW - Clearance Sale"
"JNE3796-KR-L","kurta","2","1237","SLOW - Clearance Sale"
"SET318-KR-SHA-S","Set","5","1237","SLOW - Clearance Sale"
"JNE1998-KR-311-S","kurta","2","1237","SLOW - Clearance Sale"
"J0184-KR-S","kurta","2","1237","SLOW - Clearance Sale"
"JNE3565-KR-L","kurta","3","1237","SLOW - Clearance Sale"
"BTM042-PP-XXXL","Bottom","1","1237","SLOW - Clearance Sale"
"NW022-TP-PJ-L","Set","3","1237","SLOW - Clearance Sale"
"BTM044-PP-XS","Bottom","1","1237","SLOW - Clearance Sale"
"J0110-SKD-XL","Set","2","1237","SLOW - Clearance Sale"
"JNE3670-TU-L","Top","2","1237","SLOW - Clearance Sale"
"JNE3425-KR-XXL","kurta","1","1237","SLOW - Clearance Sale"
"J0109-SKD-XL","Set","4","1237","SLOW - Clearance Sale"
"JNE3694-KR-S","kurta","1","1237","SLOW - Clearance Sale"
"JNE3655-TP-XS","Top","1","1237","SLOW - Clearance Sale"
"J0140-SET-XL","Set","6","1237","SLOW - Clearance Sale"
"SET226-KR-PP-XXL","Set","1","1237","SLOW - Clearance Sale"
"JNE3454-KR-XXL","kurta","2","1237","SLOW - Clearance Sale"
"J0036-TP-XS","Top","1","1237","SLOW - Clearance Sale"
"J0188-KR-XS","kurta","1","1237","SLOW - Clearance Sale"
"JNE3451-KR-XL","kurta","1","1237","SLOW - Clearance Sale"
"SET171-KR-NP-XXL","Set","7","1237","SLOW - Clearance Sale"
"J0132-KR-L","kurta","5","1237","SLOW - Clearance Sale"
"NW038-TP-SR-L","Set","1","1237","SLOW - Clearance Sale"
"BTM043-PP-XS","Bottom","1","1237","SLOW - Clearance Sale"
"BL090-XXL","Blouse","1","1237","SLOW - Clearance Sale"
"J0087-TP-XS","Top","2","1237","SLOW - Clearance Sale"
"JNE3402-KR-L","kurta","1","1237","SLOW - Clearance Sale"
"JNE3752-KR-XL","kurta","2","1237","SLOW - Clearance Sale"
"BTM040-PP-XS","Bottom","1","1237","SLOW - Clearance Sale"
"J0305-DR-S","Western Dress","1","1237","SLOW - Clearance Sale"
"JNE3606-KR-M","kurta","2","1237","SLOW - Clearance Sale"
"BL029-78BLACK-B","Blouse","4","1237","SLOW - Clearance Sale"
"JNE2205-KR-467-A-S","kurta","5","1237","SLOW - Clearance Sale"
"J0204-TP-M","Top","4","1237","SLOW - Clearance Sale"
"JNE3740-KR-XS","kurta","1","1237","SLOW - Clearance Sale"
"J0232-SKD-L","Set","2","1237","SLOW - Clearance Sale"
"JNE3726-KR-XS","kurta","1","1237","SLOW - Clearance Sale"
"J0307-TP-M","Top","1","1236","SLOW - Clearance Sale"
"J0079-SKD-L","Set","1","1236","SLOW - Clearance Sale"
"JNE2170-KR-436-M","kurta","1","1236","SLOW - Clearance Sale"
"J0369-SKD-XS","Set","2","1236","SLOW - Clearance Sale"
"JNE3225-KR-XXXL","kurta","1","1236","SLOW - Clearance Sale"
"JNE3776-KR-XXXL","kurta","2","1236","SLOW - Clearance Sale"
"JNE3473-KR-XS","kurta","1","1236","SLOW - Clearance Sale"
"SET378-KR-NP-M","Set","8","1236","SLOW - Clearance Sale"
"SET322-KR-SHA-XS","Set","10","1236","SLOW - Clearance Sale"
"SET297-KR-NP-XXL","Set","2","1236","SLOW - Clearance Sale"
"JNE3065-KR-S","kurta","1","1236","SLOW - Clearance Sale"
"JNE3544-KR-M","kurta","2","1236","SLOW - Clearance Sale"
"BTM003-M","Bottom","1","1236","SLOW - Clearance Sale"
"JNE0722-K","Saree","1","1236","SLOW - Clearance Sale"
"BL098-XS","Blouse","1","1236","SLOW - Clearance Sale"
"SET073-KR-SHA-XXXL","Set","4","1236","SLOW - Clearance Sale"
"J0019-SET-S","Set","1","1236","SLOW - Clearance Sale"
"SET242-KR-PP-S","Set","1","1236","SLOW - Clearance Sale"
"JNE3835-KR-L","kurta","2","1236","SLOW - Clearance Sale"
"JNE3253-KR-M","kurta","1","1236","SLOW - Clearance Sale"
"J0282-SET-XS","Set","1","1236","SLOW - Clearance Sale"
"J0015-DR-S","Ethnic Dress","1","1236","SLOW - Clearance Sale"
"J0291-JS-XL","Set","1","1236","SLOW - Clearance Sale"
"JNE3574-KR-XXL","kurta","1","1236","SLOW - Clearance Sale"
"SET221-KR-NP-S","Set","3","1236","SLOW - Clearance Sale"
"JNE3673-TU-XXXL","Top","2","1236","SLOW - Clearance Sale"
"SET196-KR-NP-S","Set","2","1236","SLOW - Clearance Sale"
